name,ip,port,f5cluster_name
/onecloud/psb-test11-ml-vip.vmware.com,10.148.80.219,8011,ltm-onecloud-1
/onecloud/test11-oid.vmware.com,10.148.80.214,389,ltm-onecloud-1
/onecloud/lrp-test11-ssl-vip.vmware.com,10.148.80.221,443,ltm-onecloud-1
/onecloud/www-test11-ssl-vip.vmware.com,10.148.81.68,443,ltm-onecloud-1
/onecloud/s2-test11-websvc1-vip.vmware.com,10.148.80.229,8181,ltm-onecloud-1
/onecloud/test11-webpass-vip.vmware.com,10.148.80.220,7780,ltm-onecloud-1
/onecloud/s2-test11-websvc2-vip.vmware.com,10.148.80.230,8281,ltm-onecloud-1
/onecloud/www-test11-vip.vmware.com,10.148.81.68,80,ltm-onecloud-1
/onecloud/s2-test11-lr3-vip.vmware.com,10.148.80.236,8001,ltm-onecloud-1
/onecloud/s2-test11-lr5-vip.vmware.com,10.148.80.234,8011,ltm-onecloud-1
/onecloud/visl-test11-ml-vip.vmware.com,10.148.80.222,8001,ltm-onecloud-1
/onecloud/ucmtest11-vip.vmware.com,10.148.80.206,7780,ltm-onecloud-1
/onecloud/s2-test11-lr1-vip.vmware.com,10.148.80.233,8001,ltm-onecloud-1
/onecloud/s2-test11-websvc4-vip.vmware.com,10.148.80.222,8581,ltm-onecloud-1
/onecloud/portal-test11-flexlm-vip.vmware.com,10.148.80.213,80,ltm-onecloud-1
/onecloud/wwwa-test11-web-vip-1.vmware.com,10.148.80.209,80,ltm-onecloud-1
/onecloud/s2-test11-lr2-vip.vmware.com,10.148.80.212,8011,ltm-onecloud-1
/onecloud/s2-test11-websvc3-vip.vmware.com,10.148.80.231,8381,ltm-onecloud-1
/onecloud/test11-ovd.vmware.com,10.148.80.216,6501,ltm-onecloud-1
/onecloud/portal-test11-webgate-vip.vmware.com,10.148.80.218,80,ltm-onecloud-1
/onecloud/test11osb-vip.vmware.com,10.148.80.208,8011,ltm-onecloud-1
/onecloud/s2-test11-websvc5.vmware.com-vip,10.148.80.242,8581,ltm-onecloud-1
/onecloud/ucmdev71tril-vip.vmware.com,10.148.80.246,8888,ltm-onecloud-1
/onecloud/s2-test11-websvc4.vmware.com-vip,10.148.80.222,8481,ltm-onecloud-1
/onecloud/ucmuat2tril-vip.vmware.com,10.148.80.137,8888,ltm-onecloud-1
/onecloud/s2-test31-websvc4-vip,10.148.232.224,8481,ltm-onecloud-1
/onecloud/www-uat2-vip.vmware.com,10.148.80.244,80,ltm-onecloud-1
/onecloud/wwwa-uat2-web-vip-1.vmware.com,10.148.80.120,80,ltm-onecloud-1
/onecloud/s2-uat2-ebssso-ag-vip,10.148.81.15,80,ltm-onecloud-1
/onecloud/s2-uat2-solrs-vip.vmware.com,10.148.80.121,80,ltm-onecloud-1
/onecloud/s2-uat2-ebssso-vip,10.148.81.16,443,ltm-onecloud-1
/onecloud/s2-uat2-lr3-vip.vmware.com,10.148.81.2,8001,ltm-onecloud-1
/onecloud/lrp-uat2-vip.vmware.com,10.148.80.248,80,ltm-onecloud-1
/onecloud/uat2osb-vip.vmware.com,10.148.81.3,8011,ltm-onecloud-1
/onecloud/s2-uat2-lr5-vip.vmware.com,10.148.80.140,8011,ltm-onecloud-1
/onecloud/www-uat2-ssl-vip.vmware.com,10.148.80.244,443,ltm-onecloud-1
/onecloud/s2-uat2-lr2-vip.vmware.com,10.148.80.245,8011,ltm-onecloud-1
/onecloud/uat2-ebssso.vmware.com,10.148.80.162,443,ltm-onecloud-1
/onecloud/s2-uat2-lr1-vip.vmware.com,10.148.80.251,8001,ltm-onecloud-1
/onecloud/s2-uat2-lr4-vip.vmware.com,10.148.80.246,8001,ltm-onecloud-1
/onecloud/uat2soa-vip.vmware.com,10.148.80.138,7777,ltm-onecloud-1
/onecloud/wwwa-dev74-web-vip-1.vmware.com,10.148.80.91,80,ltm-onecloud-1
/onecloud/comm-uat2,10.148.232.124,80,ltm-onecloud-1
/onecloud/comm-uat2-vip-ssl,10.148.232.124,443,ltm-onecloud-1
/onecloud/uat2-oid.vmware.com,10.148.80.115,389,ltm-onecloud-1
/onecloud/s2-uat2-websvc2-vip.vmware.com,10.148.81.0,8281,ltm-onecloud-1
/onecloud/s2-uat2-websvc4-vip.vmware.com,10.148.80.254,8481,ltm-onecloud-1
/onecloud/s2-uat2-tcs7-vip.vmware.com,10.148.81.12,8711,ltm-onecloud-1
/onecloud/visl-uat2-ml-vip.vmware.com,10.148.80.252,8001,ltm-onecloud-1
/onecloud/s2-uat2-tcs1-vip.vmware.com,10.148.81.4,8111,ltm-onecloud-1
/onecloud/s2-uat2-tcs8-vip.vmware.com,10.148.81.7,8811,ltm-onecloud-1
/onecloud/s2-uat2-tcs6-vip.vmware.com,10.148.81.10,8611,ltm-onecloud-1
/onecloud/s2-uat2-tcs2-vip.vmware.com,10.148.81.13,8211,ltm-onecloud-1
/onecloud/ucmtest13-vip_SSL,10.148.233.35,443,ltm-onecloud-1
/onecloud/s2-uat2-tcs5-vip.vmware.com,10.148.81.8,8511,ltm-onecloud-1
/onecloud/s2-uat2-wcm-static-vip.vmware.com,10.148.81.11,81,ltm-onecloud-1
/onecloud/websearch-uat2-vip.vmware.com,10.148.81.6,8080,ltm-onecloud-1
/onecloud/lrp-uat2-ssl-vip.vmware.com,10.148.80.248,443,ltm-onecloud-1
/onecloud/uat2-ovd.vmware.com,10.148.80.139,6501,ltm-onecloud-1
/onecloud/uat2-webpass-vip.vmware.com,10.148.80.203,7780,ltm-onecloud-1
/onecloud/s2-uat2-tcs4-vip.vmware.com,10.148.80.247,8411,ltm-onecloud-1
/onecloud/s2-uat2-websvc3-vip.vmware.com,10.148.81.1,8381,ltm-onecloud-1
/onecloud/ucmuat2-vip.vmware.com,10.148.80.136,7780,ltm-onecloud-1
/onecloud/s2-uat2-websvc1-vip.vmware.com,10.148.80.255,8181,ltm-onecloud-1
/onecloud/s2-uat2-wcm-vip.vmware.com,10.148.81.9,8251,ltm-onecloud-1
/onecloud/portal-uat2-webgate-vip.vmware.com,10.148.80.163,80,ltm-onecloud-1
/onecloud/s2-uat2-tcs3-vip.vmware.com,10.148.81.14,8311,ltm-onecloud-1
/onecloud/psb-uat2-ml-vip.vmware.com,10.148.80.252,8001,ltm-onecloud-1
/onecloud/portal-uat2-flexlm-vip.vmware.com,10.148.80.253,80,ltm-onecloud-1
/onecloud/www-dev77-vip.vmware.com,10.148.82.185,80,ltm-onecloud-1
/onecloud/www-test88-vip.vmware.com,10.148.81.20,80,ltm-onecloud-1
/onecloud/ucmdev12tril-vip.vmware.com,10.148.83.179,8888,ltm-onecloud-1
/onecloud/s2-dev12-tcs1-vip.vmware.com,10.148.81.28,8111,ltm-onecloud-1
/onecloud/dev12-oid.vmware.com,10.148.80.184,389,ltm-onecloud-1
/onecloud/lrp-dev12-vip.vmware.com,10.148.81.45,80,ltm-onecloud-1
/onecloud/portal-dev12-flexlm-vip.vmware.com,10.148.81.32,80,ltm-onecloud-1
/onecloud/visl-dev12-pl-vip.vmware.com,10.148.83.146,8001,ltm-onecloud-1
/onecloud/s2-dev12-tcs4-vip.vmware.com,10.148.81.24,8411,ltm-onecloud-1
/onecloud/s2-dev12-tcs7-vip.vmware.com,10.148.81.22,8711,ltm-onecloud-1
/onecloud/dev12soa-vip.vmware.com,10.148.81.43,7777,ltm-onecloud-1
/onecloud/s2-dev12-lr2-vip.vmware.com,10.148.81.37,8011,ltm-onecloud-1
/onecloud/wwwa-dev12-web-vip-1.vmware.com,10.148.80.183,80,ltm-onecloud-1
/onecloud/psb-uat2-pl-vip.vmware.com,10.148.80.250,8001,ltm-onecloud-1
/onecloud/s2-dev12-lr4-vip.vmware.com,10.148.81.35,8001,ltm-onecloud-1
/onecloud/ucmdev12-vip.vmware.com,10.148.81.20,7780,ltm-onecloud-1
/onecloud/www-dev12-vip.vmware.com-SSL,10.148.81.43,443,ltm-onecloud-1
/onecloud/psb-dev12-ml-vip.vmware.com,10.148.81.27,8011,ltm-onecloud-1
/onecloud/s2-dev12-websvc3-vip.vmware.com,10.148.81.39,8381,ltm-onecloud-1
/onecloud/visl-dev12-ml-vip.vmware.com,10.148.83.148,8001,ltm-onecloud-1
/onecloud/s2-dev12-tcs8-vip.vmware.com,10.148.81.26,8811,ltm-onecloud-1
/onecloud/s2-dev12-websvc4-vip.vmware.com,10.148.81.41,8481,ltm-onecloud-1
/onecloud/s2-dev12-lr5-vip.vmware.com,10.148.81.34,8011,ltm-onecloud-1
/onecloud/s2-dev12-tcs5-vip.vmware.com,10.148.81.23,8511,ltm-onecloud-1
/onecloud/s2-dev12-websvc2-vip.vmware.com,10.148.81.42,8281,ltm-onecloud-1
/onecloud/s2-dev12-tcs3-vip.vmware.com,10.148.81.25,8311,ltm-onecloud-1
/onecloud/s2-dev12-lr3-vip.vmware.com,10.148.81.33,8001,ltm-onecloud-1
/onecloud/s2-dev12-tcs6-vip.vmware.com,10.148.81.29,8611,ltm-onecloud-1
/onecloud/dev12-ovd.vmware.com,10.148.81.19,6501,ltm-onecloud-1
/onecloud/websearch-dev12-vip.vmware.com,10.148.81.46,8080,ltm-onecloud-1
/onecloud/s2-dev12-tcs2-vip.vmware.com,10.148.81.27,8211,ltm-onecloud-1
/onecloud/s2-dev12-solrs-vip.vmware.com,10.148.80.185,80,ltm-onecloud-1
/onecloud/s2-dev12-lr1-vip.vmware.com,10.148.81.36,8001,ltm-onecloud-1
/onecloud/s2-dev12-websvc1-vip.vmware.com,10.148.81.40,8181,ltm-onecloud-1
/onecloud/www-dev12-vip.vmware.com,10.148.83.43,80,ltm-onecloud-1
/onecloud/ucmtest12tril-vip.vmware.com,10.148.81.54,8888,ltm-onecloud-1
/onecloud/s2-test12-tcs7-vip.vmware.com,10.148.81.69,8711,ltm-onecloud-1
/onecloud/psb-test12-ml-vip.vmware.com,10.148.81.68,8011,ltm-onecloud-1
/onecloud/s2-test12-tcs2-vip.vmware.com,10.148.81.76,8211,ltm-onecloud-1
/onecloud/test12-ebssso.vmware.com,10.148.81.62,443,ltm-onecloud-1
/onecloud/s2-test12-lr1-vip.vmware.com,10.148.81.90,8001,ltm-onecloud-1
/onecloud/wwwa-test12-web-vip-1.vmware.com,10.148.80.186,80,ltm-onecloud-1
/onecloud/s2-test12-solrs-vip.vmware.com,10.148.80.187,80,ltm-onecloud-1
/onecloud/test12osb-vip.vmware.com,10.148.81.58,8011,ltm-onecloud-1
/onecloud/portal-test12-flexlm-vip.vmware.com,10.148.81.56,80,ltm-onecloud-1
/onecloud/test12-webpass-vip.vmware.com,10.148.81.63,7780,ltm-onecloud-1
/onecloud/s2-test12-lr2-vip.vmware.com,10.148.81.82,8011,ltm-onecloud-1
/onecloud/s2-test12-tcs5-vip.vmware.com,10.148.81.59,8511,ltm-onecloud-1
/onecloud/websearch-test12-vip.vmware.com,10.148.81.81,8080,ltm-onecloud-1
/onecloud/comm-test12-ssl,10.148.232.145,443,ltm-onecloud-1
/onecloud/s2-test12-websvc2-vip.vmware.com,10.148.81.83,8281,ltm-onecloud-1
/onecloud/portal-test12-webgate-vip.vmware.com,10.148.81.63,80,ltm-onecloud-1
/onecloud/test12-oid.vmware.com,10.148.81.60,389,ltm-onecloud-1
/onecloud/visl-test12-pl-vip.vmware.com,10.148.83.6,8001,ltm-onecloud-1
/onecloud/s2-test12-wcm-vip.vmware.com,10.148.81.78,8251,ltm-onecloud-1
/onecloud/s2-test12-wcm-static-vip.vmware.com,10.148.81.74,81,ltm-onecloud-1
/onecloud/s2-test12-lr5-vip.vmware.com,10.148.81.88,8011,ltm-onecloud-1
/onecloud/test12soa-vip.vmware.com,10.148.80.188,7777,ltm-onecloud-1
/onecloud/comm-test12,10.148.232.145,80,ltm-onecloud-1
/onecloud/s2-test12-tcs3-vip.vmware.com,10.148.81.71,8311,ltm-onecloud-1
/onecloud/s2-test12-lr3-vip.vmware.com,10.148.83.4,8001,ltm-onecloud-1
/onecloud/www-test12-vip.vmware.com,10.148.83.8,80,ltm-onecloud-1
/onecloud/lrp-test12-ssl-vip.vmware.com,10.148.81.71,443,ltm-onecloud-1
/onecloud/s2-test12-websvc4-vip.vmware.com,10.148.81.84,8481,ltm-onecloud-1
/onecloud/www-test12-ssl-vip.vmware.com,10.148.81.69,443,ltm-onecloud-1
/onecloud/s2-test12-lr4-vip.vmware.com,10.148.81.87,8001,ltm-onecloud-1
/onecloud/s2-test12-websvc3-vip.vmware.com,10.148.80.79,8381,ltm-onecloud-1
/onecloud/s2-test12-tcs4-vip.vmware.com,10.148.81.72,8411,ltm-onecloud-1
/onecloud/test12-ovd.vmware.com,10.148.81.61,6501,ltm-onecloud-1
/onecloud/s2-test12-websvc1-vip.vmware.com,10.148.81.81,8181,ltm-onecloud-1
/onecloud/s2-test12-tcs1-vip.vmware.com,10.148.81.75,8111,ltm-onecloud-1
/onecloud/ucmtest12-vip.vmware.com,10.148.81.55,7780,ltm-onecloud-1
/onecloud/s2-test12-tcs8-vip.vmware.com,10.148.81.73,8811,ltm-onecloud-1
/onecloud/lrp-test12-vip.vmware.com,10.148.81.89,80,ltm-onecloud-1
/onecloud/cbr-uat2-rmq-vip.vmware.com,10.148.81.17,5672,ltm-onecloud-1
/onecloud/visl-test12-ml-vip.vmware.com,10.148.83.7,8001,ltm-onecloud-1
/onecloud/s2-test12-tcs6-vip.vmware.com,10.148.81.65,8611,ltm-onecloud-1
/onecloud/www-dev16-ns-vip,10.148.81.91,80,ltm-onecloud-1
/onecloud/www-dev16-ns-vip-ssl,10.148.81.91,443,ltm-onecloud-1
/onecloud/esg-uat-int-vip.vmware.com-443,10.127.248.52,443,ltm-onecloud-1
/onecloud/esg-uat-int-vip.vmware.com-8443,10.127.248.52,8443,ltm-onecloud-1
/onecloud/comm-test99-vip,10.148.81.101,80,ltm-onecloud-1
/onecloud/comm-test99-ssl-vip,10.148.81.101,443,ltm-onecloud-1
/onecloud/ucmtest99tril-vip.vmware.com,10.148.81.110,8888,ltm-onecloud-1
/onecloud/s2-uat2-websvc5-vip.vmware.com,10.148.81.105,8581,ltm-onecloud-1
/onecloud/test99-webpass-vip.vmware.com,10.148.81.108,7780,ltm-onecloud-1
/onecloud/portal-test99-webgate-vip.vmware.com,10.148.81.107,80,ltm-onecloud-1
/onecloud/s2-test99-lr2-vip.vmware.com,10.148.81.124,8011,ltm-onecloud-1
/onecloud/test99-oid.vmware.com,10.148.80.134,389,ltm-onecloud-1
/onecloud/s2-test99-lr1-vip.vmware.com,10.148.83.218,8001,ltm-onecloud-1
/onecloud/test99-ovd.vmware.com,10.148.81.94,6501,ltm-onecloud-1
/onecloud/test99-ebssso.vmware.com,10.148.81.106,443,ltm-onecloud-1
/onecloud/s2-test99-lr3-vip.vmware.com,10.148.83.220,8001,ltm-onecloud-1
/onecloud/cbr-uat2-solr-vip,10.148.80.114,80,ltm-onecloud-1
/onecloud/ucmtest99-vip.vmware.com,10.148.81.109,7780,ltm-onecloud-1
/onecloud/s2-test99-tcs3-vip.vmware.com,10.148.81.116,8311,ltm-onecloud-1
/onecloud/s2-test99-tcs1-vip.vmware.com,10.148.81.112,8111,ltm-onecloud-1
/onecloud/s2-test99-tcs2-vip.vmware.com,10.148.81.115,8211,ltm-onecloud-1
/onecloud/s2-test99-wcm-vip.vmware.com,10.148.81.114,8251,ltm-onecloud-1
/onecloud/portal-test99-flexlm-vip.vmware.com,10.148.81.92,80,ltm-onecloud-1
/onecloud/ucmtest13-ssl-vip,10.148.233.35,4458,ltm-onecloud-1
/onecloud/s2-test99-ebssso-vip,10.148.81.107,443,ltm-onecloud-1
/onecloud/s2-test99-tcs7-vip.vmware.com,10.148.81.120,8711,ltm-onecloud-1
/onecloud/s2-test99-tcs6-vip.vmware.com,10.148.81.118,8611,ltm-onecloud-1
/onecloud/s2-test99-tcs4-vip.vmware.com,10.148.81.117,8411,ltm-onecloud-1
/onecloud/www-test99-vip.vmware.com,10.148.83.226,80,ltm-onecloud-1
/onecloud/lrp-test99-ssl-vip.vmware.com,10.148.81.123,443,ltm-onecloud-1
/onecloud/s2-test99-websvc1-vip.vmware.com,10.148.81.103,8181,ltm-onecloud-1
/onecloud/s2-test99-tcs8-vip.vmware.com,10.148.81.121,8811,ltm-onecloud-1
/onecloud/websearch-test99-vip.vmware.com,10.148.81.119,8080,ltm-onecloud-1
/onecloud/s2-test99-websvc4-vip.vmware.com,10.148.81.102,8481,ltm-onecloud-1
/onecloud/test99osb-vip.vmware.com,10.148.81.95,8011,ltm-onecloud-1
/onecloud/s2-test99-tcs5-vip.vmware.com,10.148.81.123,8511,ltm-onecloud-1
/onecloud/test99soa-vip.vmware.com,10.148.81.104,7777,ltm-onecloud-1
/onecloud/s2-test99-websvc2-vip.vmware.com,10.148.81.100,8281,ltm-onecloud-1
/onecloud/lrp-test99-vip.vmware.com,10.148.83.223,80,ltm-onecloud-1
/onecloud/www-test99-ssl-vip.vmware.com,10.148.81.124,443,ltm-onecloud-1
/onecloud/wwwa-test99-web-vip-1.vmware.com,10.148.81.52,80,ltm-onecloud-1
/onecloud/s2-test99-websvc3-vip.vmware.com,10.148.81.101,8381,ltm-onecloud-1
/onecloud/s2-test99-ebssso-ag-vip,10.148.81.106,80,ltm-onecloud-1
/onecloud/s2-test99-wcm-static-vip.vmware.com,10.148.81.113,81,ltm-onecloud-1
/onecloud/s2-test99-websvc5-vip.vmware.com,10.148.80.112,8581,ltm-onecloud-1
/onecloud/s2-test99-lr5-vip.vmware.com,10.148.81.128,8011,ltm-onecloud-1
/onecloud/s2-test99-lr4-vip.vmware.com,10.148.81.125,8001,ltm-onecloud-1
/onecloud/uatd-ovd.vmware.com,10.148.80.95,6501,ltm-onecloud-1
/onecloud/oracleapps-uat1.vmware.com,10.148.232.117,80,ltm-onecloud-1
/onecloud/s2-test15-websvc5-vip,10.148.82.153,8581,ltm-onecloud-1
/onecloud/ucmtest17tril-vip.vmware.com,10.148.81.132,8888,ltm-onecloud-1
/onecloud/s2-test17-websvc2-vip.vmware.com,10.148.81.201,8281,ltm-onecloud-1
/onecloud/s2-test17-websvc3-vip.vmware.com,10.148.81.167,8381,ltm-onecloud-1
/onecloud/s2-test17-lr2-vip.vmware.com,10.148.81.154,8011,ltm-onecloud-1
/onecloud/test17soa-vip.vmware.com,10.148.81.145,7777,ltm-onecloud-1
/onecloud/s2-test17-tcs7-vip.vmware.com,10.148.81.164,8711,ltm-onecloud-1
/onecloud/ucmtest17-vip.vmware.com,10.148.81.133,7780,ltm-onecloud-1
/onecloud/visl-test17-pl-vip.vmware.com,10.148.81.147,8001,ltm-onecloud-1
/onecloud/s2-test17-wcm-static-vip.vmware.com,10.148.82.17,81,ltm-onecloud-1
/onecloud/s2-test17-websvc1-vip.vmware.com,10.148.81.170,8181,ltm-onecloud-1
/onecloud/visl-test17-ml-vip.vmware.com,10.148.81.149,8001,ltm-onecloud-1
/onecloud/s2-test17-tcs6-vip.vmware.com,10.148.81.156,8611,ltm-onecloud-1
/onecloud/s2-test17-tcs1-vip.vmware.com,10.148.81.162,8111,ltm-onecloud-1
/onecloud/s2-test17-tcs8-vip.vmware.com,10.148.81.150,8811,ltm-onecloud-1
/onecloud/test17-oid.vmware.com,10.148.81.129,389,ltm-onecloud-1
/onecloud/www-test17-ssl-vip.vmware.com,10.148.81.149,443,ltm-onecloud-1
/onecloud/s2-test17-ebssso-vip.vmware.com,10.148.81.150,443,ltm-onecloud-1
/onecloud/s2-test17-tcs2-vip.vmware.com,10.148.81.166,8211,ltm-onecloud-1
/onecloud/s2-test17-websvc4-vip.vmware.com,10.148.81.255,8481,ltm-onecloud-1
/onecloud/www-test17-vip.vmware.com,10.148.81.148,80,ltm-onecloud-1
/onecloud/wwwa-test17-web-vip-1.vmware.com,10.148.81.141,80,ltm-onecloud-1
/onecloud/s2-test17-lr5-vip.vmware.com,10.148.81.144,8011,ltm-onecloud-1
/onecloud/s2-test17-tcs5-vip.vmware.com,10.148.81.161,8511,ltm-onecloud-1
/onecloud/s2-test17-wcm-vip.vmware.com,10.148.81.155,8251,ltm-onecloud-1
/onecloud/s2-test17-ebssso-ag-vip.vmware.com,10.148.81.146,80,ltm-onecloud-1
/onecloud/s2-test17-solrs-vip.vmware.com,10.148.81.131,80,ltm-onecloud-1
/onecloud/test17-ebssso.vmware.com,10.148.81.134,443,ltm-onecloud-1
/onecloud/test17-ovd.vmware.com,10.148.81.139,6501,ltm-onecloud-1
/onecloud/test17-webpass-vip.vmware.com,10.148.81.136,7780,ltm-onecloud-1
/onecloud/lrp-test17-vip.vmware.com,10.148.81.153,80,ltm-onecloud-1
/onecloud/portal-test17-webgate-vip.vmware.com,10.148.81.135,80,ltm-onecloud-1
/onecloud/s2-test17-lr3-vip.vmware.com,10.148.81.146,8001,ltm-onecloud-1
/onecloud/s2-test17-lr4-vip.vmware.com,10.148.81.140,8001,ltm-onecloud-1
/onecloud/s2-test17-tcs4-vip.vmware.com,10.148.81.160,8411,ltm-onecloud-1
/onecloud/psb-test17-ml-vip.vmware.com,10.148.81.145,8011,ltm-onecloud-1
/onecloud/s2-test17-lr1-vip.vmware.com,10.148.81.143,8001,ltm-onecloud-1
/onecloud/test17osb-vip.vmware.com,10.148.81.142,8011,ltm-onecloud-1
/onecloud/s2-test17-tcs3-vip.vmware.com,10.148.81.165,8311,ltm-onecloud-1
/onecloud/websearch-test17-vip.vmware.com,10.148.81.138,8080,ltm-onecloud-1
/onecloud/portal-test17-flexlm-vip.vmware.com,10.148.81.130,80,ltm-onecloud-1
/onecloud/lrp-test17-ssl-vip.vmware.com,10.148.81.141,443,ltm-onecloud-1
/onecloud/oracleapps-test17.vmware.com,10.148.232.117,80,ltm-onecloud-1
/onecloud/s2-test17-websvc5-vip.vmware.com,10.148.83.75,8581,ltm-onecloud-1
/onecloud/s2-test19-solrs-vip.vmware.com,10.148.81.171,80,ltm-onecloud-1
/onecloud/wwwa-test19-web-vip-1.vmware.com,10.148.81.159,80,ltm-onecloud-1
/onecloud/test19osb-vip.vmware.com,10.148.81.176,8011,ltm-onecloud-1
/onecloud/portal-test19-flexlm-vip.vmware.com,10.148.81.178,80,ltm-onecloud-1
/onecloud/comm-test14,10.148.232.126,80,ltm-onecloud-1
/onecloud/comm-test14-vip-ssl,10.148.80.204,443,ltm-onecloud-1
/onecloud/lrp-test19-vip.vmware.com,10.148.81.186,80,ltm-onecloud-1
/onecloud/www-test19-vip.vmware.com,10.148.81.173,80,ltm-onecloud-1
/onecloud/ucmtest19tril-vip.vmware.com,10.148.81.188,8888,ltm-onecloud-1
/onecloud/www-test16-ns-vip-ssl,10.148.81.169,443,ltm-onecloud-1
/onecloud/www-test16-ns-vip,10.148.81.169,80,ltm-onecloud-1
/onecloud/test19soa-vip.vmware.com,10.148.81.172,7777,ltm-onecloud-1
/onecloud/s2-test19-wcm-vip.vmware.com,10.148.81.200,8251,ltm-onecloud-1
/onecloud/visl-test15-pl-vip,10.148.232.120,8001,ltm-onecloud-1
/onecloud/visl-test15-ml-vip,10.148.232.119,8001,ltm-onecloud-1
/onecloud/s2-test19-ebssso-ag-vip.vmware.com,10.148.81.195,80,ltm-onecloud-1
/onecloud/s2-test19-ebssso-vip.vmware.com,10.148.81.205,443,ltm-onecloud-1
/onecloud/test19-ebssso.vmware.com,10.148.81.181,443,ltm-onecloud-1
/onecloud/lrp-test19-ssl-vip.vmware.com,10.148.81.186,443,ltm-onecloud-1
/onecloud/www-test19-ssl-vip.vmware.com,10.148.81.173,443,ltm-onecloud-1
/onecloud/s2-test19-lr1-vip.vmware.com,10.148.81.189,8001,ltm-onecloud-1
/onecloud/s2-test19-lr2-vip.vmware.com,10.148.81.175,8011,ltm-onecloud-1
/onecloud/s2-test19-lr3-vip.vmware.com,10.148.81.190,8001,ltm-onecloud-1
/onecloud/s2-test19-lr4-vip.vmware.com,10.148.81.187,8001,ltm-onecloud-1
/onecloud/s2-test19-lr5-vip.vmware.com,10.148.81.184,8011,ltm-onecloud-1
/onecloud/test19-ovd.vmware.com,10.148.81.180,6501,ltm-onecloud-1
/onecloud/comm-test19-vip-ssl,10.148.81.211,443,ltm-onecloud-1
/onecloud/comm-test19,10.148.81.211,80,ltm-onecloud-1
/onecloud/portal-test19-webgate-vip.vmware.com,10.148.81.182,80,ltm-onecloud-1
/onecloud/test19-webpass-vip.vmware.com,10.148.81.183,7780,ltm-onecloud-1
/onecloud/ucmtest19-vip.vmware.com,10.148.81.185,7780,ltm-onecloud-1
/onecloud/visl-test19-ml-vip.vmware.com,10.148.81.191,8001,ltm-onecloud-1
/onecloud/visl-test19-pl-vip.vmware.com,10.148.81.192,8001,ltm-onecloud-1
/onecloud/psb-test19-ml-vip.vmware.com,10.148.81.193,8011,ltm-onecloud-1
/onecloud/websearch-test19-vip.vmware.com,10.148.81.207,8080,ltm-onecloud-1
/onecloud/s2-test19-wcm-static-vip.vmware.com,10.148.81.203,81,ltm-onecloud-1
/onecloud/test19-oid.vmware.com,10.148.81.179,389,ltm-onecloud-1
/onecloud/s2-test19-websvc5-vip.vmware.com,10.148.81.212,8581,ltm-onecloud-1
/onecloud/s2-test19-tcs1-vip.vmware.com,10.148.81.206,8111,ltm-onecloud-1
/onecloud/s2-test19-tcs2-vip.vmware.com,10.148.81.209,8211,ltm-onecloud-1
/onecloud/s2-test19-tcs3-vip.vmware.com,10.148.81.202,8311,ltm-onecloud-1
/onecloud/s2-test19-tcs4-vip.vmware.com,10.148.81.174,8411,ltm-onecloud-1
/onecloud/s2-test19-tcs5-vip.vmware.com,10.148.81.208,8511,ltm-onecloud-1
/onecloud/s2-test19-tcs6-vip.vmware.com,10.148.81.210,8611,ltm-onecloud-1
/onecloud/s2-test19-tcs7-vip.vmware.com,10.148.81.204,8711,ltm-onecloud-1
/onecloud/s2-test19-tcs8-vip.vmware.com,10.148.81.199,8811,ltm-onecloud-1
/onecloud/s2-test19-websvc1-vip.vmware.com,10.148.81.196,8181,ltm-onecloud-1
/onecloud/s2-test19-websvc2-vip.vmware.com,10.148.81.197,8281,ltm-onecloud-1
/onecloud/s2-test19-websvc3-vip.vmware.com,10.148.81.198,8381,ltm-onecloud-1
/onecloud/s2-test19-websvc4-vip.vmware.com,10.148.81.194,8481,ltm-onecloud-1
/onecloud/communities-test17-vip,10.148.81.201,80,ltm-onecloud-1
/onecloud/communities-test17-vip_ssl,10.148.81.201,443,ltm-onecloud-1
/onecloud/s2-test13-solrs-vip.vmware.com,10.148.80.131,80,ltm-onecloud-1
/onecloud/wwwa-test13-web-vip-1.vmware.com,10.148.80.54,80,ltm-onecloud-1
/onecloud/test13-ebssso.vmware.com,10.148.81.216,443,ltm-onecloud-1
/onecloud/lrp-test13-vip.vmware.com,10.148.81.242,80,ltm-onecloud-1
/onecloud/s2-test13-lr5-vip.vmware.com,10.148.81.238,8011,ltm-onecloud-1
/onecloud/s2-test13-lr4-vip.vmware.com,10.148.81.237,8001,ltm-onecloud-1
/onecloud/ucmtest13tril-vip.vmware.com,10.148.80.191,8888,ltm-onecloud-1
/onecloud/www-test13-vip.vmware.com,10.148.82.171,80,ltm-onecloud-1
/onecloud/s2-test13-ebssso-ag-vip.vmware.com,10.148.81.223,80,ltm-onecloud-1
/onecloud/s2-test13-ebssso-vip.vmware.com,10.148.81.219,443,ltm-onecloud-1
/onecloud/portal-test13-flexlm-vip.vmware.com,10.148.80.191,80,ltm-onecloud-1
/onecloud/test13soa-vip.vmware.com,10.148.81.215,7777,ltm-onecloud-1
/onecloud/test13osb-vip.vmware.com,10.148.81.214,8011,ltm-onecloud-1
/onecloud/test13-oid.vmware.com,10.148.81.217,389,ltm-onecloud-1
/onecloud/test13-ovd.vmware.com,10.148.81.218,6501,ltm-onecloud-1
/onecloud/portal-test13-webgate-vip.vmware.com,10.148.81.219,80,ltm-onecloud-1
