name,lb_method,name,f5cluster_name
/onecloud/ucmdev13tril-vip-pool,ROUND,ROBIN,/onecloud/ucmdev13tril-vip,ltm-onecloud-1
/onecloud/ucmdev14-vip-pool,ROUND,ROBIN,/onecloud/ucmdev14-vip,ltm-onecloud-1
/onecloud/ucmdev14tril-vip-pool,ROUND,ROBIN,/onecloud/ucmdev14tril-vip,ltm-onecloud-1
/onecloud/ucmdev15-vip-pool,ROUND,ROBIN,/onecloud/ucmdev15-vip,ltm-onecloud-1
/onecloud/ucmdev15tril-vip-pool,ROUND,ROBIN,/onecloud/ucmdev15tril-vip,ltm-onecloud-1
/onecloud/ucmpoc1-vip-pool,ROUND,ROBIN,/onecloud/ucmpoc1-vip,ltm-onecloud-1
/onecloud/ucmpoc2-vip-pool,ROUND,ROBIN,/onecloud/ucmpoc2-vip,ltm-onecloud-1
/onecloud/ucmpoc2tril-vip-pool,ROUND,ROBIN,/onecloud/ucmpoc2tril-vip,ltm-onecloud-1
/onecloud/ucmtest11-vip-pool,ROUND,ROBIN,/onecloud/ucmtest11-vip,ltm-onecloud-1
/onecloud/ucmtest11tril-vip-pool,ROUND,ROBIN,/onecloud/ucmtest11tril-vip,ltm-onecloud-1
/onecloud/ucmtest12-vip-pool,ROUND,ROBIN,/onecloud/ucmtest12-vip,ltm-onecloud-1
/onecloud/ucmtest12tril-vip-pool,ROUND,ROBIN,/onecloud/ucmtest12tril-vip,ltm-onecloud-1
/onecloud/ucmtest13-vip-pool,ROUND,ROBIN,/onecloud/ucmtest13-vip,ltm-onecloud-1
/onecloud/ucmtest13tril-vip-pool,ROUND,ROBIN,/onecloud/ucmtest13tril-vip,ltm-onecloud-1
/onecloud/ucmtest14-vip-pool,ROUND,ROBIN,/onecloud/ucmtest14-vip,ltm-onecloud-1
/onecloud/ucmtest14tril-vip-pool,ROUND,ROBIN,/onecloud/ucmtest14tril-vip,ltm-onecloud-1
/onecloud/ucmtest15-vip-pool,ROUND,ROBIN,/onecloud/ucmtest15-vip,ltm-onecloud-1
/onecloud/ucmtest15tril-vip-pool,ROUND,ROBIN,/onecloud/ucmtest15tril-vip,ltm-onecloud-1
/onecloud/ucmtest31-vip-pool,ROUND,ROBIN,/onecloud/ucmtest31-vip,ltm-onecloud-1
/onecloud/ucmtest31tril-vip-pool,ROUND,ROBIN,/onecloud/ucmtest31tril-vip,ltm-onecloud-1
/onecloud/visl-dev11-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-dev11-ml-vip,ltm-onecloud-1
/onecloud/visl-dev14-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-dev14-pl-vip,ltm-onecloud-1
/onecloud/visl-dev61-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-dev61-pl-vip,ltm-onecloud-1
/onecloud/visl-dev62-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-dev62-ml-vip,ltm-onecloud-1
/onecloud/visl-lt-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-lt-ml-vip,ltm-onecloud-1
/onecloud/visl-lt-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-lt-pl-vip,ltm-onecloud-1
/onecloud/visl-test11-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-test11-ml-vip,ltm-onecloud-1
/onecloud/visl-test11-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-test11-pl-vip,ltm-onecloud-1
/onecloud/visl-test14-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-test14-ml-vip,ltm-onecloud-1
/onecloud/websearch-dev12-vip-pool,ROUND,ROBIN,/onecloud/websearch-dev12-vip,ltm-onecloud-1
/onecloud/websearch-dev14-vip-pool,ROUND,ROBIN,/onecloud/websearch-dev14-vip,ltm-onecloud-1
/onecloud/websearch-dev15-vip-pool,ROUND,ROBIN,/onecloud/websearch-dev15-vip,ltm-onecloud-1
/onecloud/websearch-test12-vip-pool,ROUND,ROBIN,/onecloud/websearch-test12-vip,ltm-onecloud-1
/onecloud/websearch-test14-vip-pool,ROUND,ROBIN,/onecloud/websearch-test14-vip,ltm-onecloud-1
/onecloud/websearch-test15-vip-pool,ROUND,ROBIN,/onecloud/websearch-test15-vip,ltm-onecloud-1
/onecloud/websearch-test64-vip-pool,ROUND,ROBIN,/onecloud/websearch-test64-vip,ltm-onecloud-1
/onecloud/www-dev11-vip-pool,ROUND,ROBIN,/onecloud/www-dev11-vip,ltm-onecloud-1
/onecloud/www-dev11-vip-pool,ROUND,ROBIN,/onecloud/www-dev11-vip-ssl,ltm-onecloud-1
/onecloud/www-dev12-vip-pool,ROUND,ROBIN,/onecloud/www-dev12-ssl-vip,ltm-onecloud-1
/onecloud/www-dev12-vip-pool,ROUND,ROBIN,/onecloud/www-dev12-vip,ltm-onecloud-1
/onecloud/www-dev13-vip-pool,ROUND,ROBIN,/onecloud/www-dev13-vip,ltm-onecloud-1
/onecloud/www-dev13-vip-pool,ROUND,ROBIN,/onecloud/www-dev13-vip-ssl,ltm-onecloud-1
/onecloud/www-dev14-vip-pool,ROUND,ROBIN,/onecloud/www-dev14-vip,ltm-onecloud-1
/onecloud/www-dev14-vip-pool,ROUND,ROBIN,/onecloud/www-dev14-vip-ssl,ltm-onecloud-1
/onecloud/www-dev15-vip-pool,ROUND,ROBIN,/onecloud/www-dev15-vip,ltm-onecloud-1
/onecloud/www-dev15-vip-pool,ROUND,ROBIN,/onecloud/www-dev15-vip-ssl,ltm-onecloud-1
/onecloud/www-test11-vip-pool,ROUND,ROBIN,/onecloud/www-test11-vip,ltm-onecloud-1
/onecloud/www-test11-vip-pool,ROUND,ROBIN,/onecloud/www-test11-vip-ssl,ltm-onecloud-1
/onecloud/www-test12-vip-pool,ROUND,ROBIN,/onecloud/www-test12-vip,ltm-onecloud-1
/onecloud/www-test12-vip-pool,ROUND,ROBIN,/onecloud/www-test12-vip-ssl,ltm-onecloud-1
/onecloud/www-test13-vip-pool,ROUND,ROBIN,/onecloud/www-test13-vip,ltm-onecloud-1
/onecloud/www-test13-vip-pool,ROUND,ROBIN,/onecloud/www-test13-vip-ssl,ltm-onecloud-1
/onecloud/www-test14-vip-pool,ROUND,ROBIN,/onecloud/www-test14-vip,ltm-onecloud-1
/onecloud/www-test14-vip-pool,ROUND,ROBIN,/onecloud/www-test14-vip-ssl,ltm-onecloud-1
/onecloud/www-test15-vip-pool,ROUND,ROBIN,/onecloud/www-test15-vip,ltm-onecloud-1
/onecloud/www-test15-vip-pool,ROUND,ROBIN,/onecloud/www-test15-vip-ssl,ltm-onecloud-1
/onecloud/psb-dev16-ml-vip-pool,ROUND,ROBIN,/onecloud/psb-dev16-ml-vip,ltm-onecloud-1
/onecloud/www-test31-vip-pool,ROUND,ROBIN,/onecloud/www-test31-vip,ltm-onecloud-1
/onecloud/www-test31-vip-pool,ROUND,ROBIN,/onecloud/www-test31-vip-ssl,ltm-onecloud-1
/onecloud/wwwa-dev12-web-vip-pool,ROUND,ROBIN,/onecloud/wwwa-dev12-web-vip,ltm-onecloud-1
/onecloud/wwwa-dev15-web-vip-1-pool,ROUND,ROBIN,/onecloud/wwwa-dev15-web-vip-1,ltm-onecloud-1
/onecloud/wwwa-test12-web-vip-pool,ROUND,ROBIN,/onecloud/wwwa-test12-web-vip,ltm-onecloud-1
/onecloud/wwwa-test14-web-vip-pool,ROUND,ROBIN,/onecloud/wwwa-test14-web-vip,ltm-onecloud-1
/onecloud/wwwa-test15-web-vip-1-pool,ROUND,ROBIN,/onecloud/wwwa-test15-web-vip-1,ltm-onecloud-1
/onecloud/wwwa-test58-web-vip-1-pool,ROUND,ROBIN,/onecloud/wwwa-test58-web-vip-1,ltm-onecloud-1
/onecloud/dev16soa-vip-pool,ROUND,ROBIN,/onecloud/dev16soa-vip,ltm-onecloud-1
/onecloud/s2-dev16-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-websvc1-vip,ltm-onecloud-1
/onecloud/ucmdev16-vip-pool,ROUND,ROBIN,/onecloud/ucmdev16-vip,ltm-onecloud-1
/onecloud/s2-dev99-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-dev99-tcs1-vip,ltm-onecloud-1
/onecloud/s2-dev16-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-websvc4-vip,ltm-onecloud-1
/onecloud/wwwa-dev61-web-vip-pool,ROUND,ROBIN,/onecloud/wwwa-dev61-web-vip,ltm-onecloud-1
/onecloud/s2-dev99-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev99-tcs4-vip,ltm-onecloud-1
/onecloud/s2-dev99-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-dev99-tcs2-vip,ltm-onecloud-1
/onecloud/s2-dev99-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-dev99-wcm-vip,ltm-onecloud-1
/onecloud/ucmdev16tril-vip-pool,ROUND,ROBIN,/onecloud/ucmdev16tril-vip,ltm-onecloud-1
/onecloud/websearch-dev16-vip-pool,ROUND,ROBIN,/onecloud/websearch-dev16-vip,ltm-onecloud-1
/onecloud/s2-dev16-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-lr3-vip,ltm-onecloud-1
/onecloud/s2-dev16-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-websvc2-vip,ltm-onecloud-1
/onecloud/s2-dev16-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-tcs3-vip,ltm-onecloud-1
/onecloud/s2-dev16-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-tcs1-vip,ltm-onecloud-1
/onecloud/www-dev16-vip-pool,ROUND,ROBIN,/onecloud/www-dev16-vip-ssl,ltm-onecloud-1
/onecloud/s2-dev16-websvc5-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-websvc5-vip,ltm-onecloud-1
/onecloud/s2-dev16-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-lr5-vip,ltm-onecloud-1
/onecloud/s2-dev15-solrs-pool,ROUND,ROBIN,/onecloud/s2-test15-solrs-vip,ltm-onecloud-1
/onecloud/s2-dev16-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-tcs4-vip,ltm-onecloud-1
/onecloud/s2-dev16-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-websvc3-vip,ltm-onecloud-1
/onecloud/ora-swo6-soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ora-swo6-soa-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev16-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-lr4-vip,ltm-onecloud-1
/onecloud/wwwa-dev16-web-vip-1-pool,ROUND,ROBIN,/onecloud/wwwa-dev16-web-vip-1,ltm-onecloud-1
/onecloud/visl-dev16-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-dev16-pl-vip,ltm-onecloud-1
/onecloud/www-dev16-vip-pool,ROUND,ROBIN,/onecloud/www-dev16-vip,ltm-onecloud-1
/onecloud/s2-dev16-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-dev16-tcs2-vip,ltm-onecloud-1
/onecloud/psb-test14-pl-vip-pool,ROUND,ROBIN,/onecloud/psb-test14-pl-vip,ltm-onecloud-1
/onecloud/s2-test12-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-websvc4-vip,ltm-onecloud-1
/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmdev75tril-vip.vmware.com,ltm-onecloud-1
/onecloud/test90-ovd-vip-pool,ROUND,ROBIN,/onecloud/test90-ovd-vip,ltm-onecloud-1
/onecloud/s2-dev47-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-dev47-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-dev47-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-dev47-tcs2-vip,ltm-onecloud-1
/onecloud/s2-dev78-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-dev78-lr5-vip,ltm-onecloud-1
/onecloud/wwwa-test61-web-vip-1-pool,ROUND,ROBIN,/onecloud/wwwa-test61-web-vip-1,ltm-onecloud-1
/onecloud/s2-dev47-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-dev47-wcm-vip,ltm-onecloud-1
/onecloud/s2-dev47-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-dev47-tcs3-vip,ltm-onecloud-1
/onecloud/test90-webpass-vip-pool,ROUND,ROBIN,/onecloud/test90-webpass-vip,ltm-onecloud-1
/onecloud/ora-swo4-soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ora-swo4-soa-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev47-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-dev47-tcs1-vip,ltm-onecloud-1
/onecloud/s2-dev47-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev47-tcs4-vip,ltm-onecloud-1
/onecloud/s2-dev78-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev78-lr4-vip,ltm-onecloud-1
/onecloud/ucmtest16tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest16tril-vip.vmware.com,ltm-onecloud-1
/onecloud/ora-test31-osb-pool-8012,ROUND,ROBIN,/onecloud/test31osb-8012,ltm-onecloud-1
/onecloud/s2-test15-solrs-pool,ROUND,ROBIN,/onecloud/s2-test15-solrs-vip,ltm-onecloud-1
/onecloud/s2-test16-lr5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test16-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test16-lr4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test16-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-test13-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-test13-ml-vip,ltm-onecloud-1
/onecloud/psb-test13-ml-vip-pool,ROUND,ROBIN,/onecloud/psb-test13-ml-vip,ltm-onecloud-1
/onecloud/visl-dev15-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-dev15-pl-vip,ltm-onecloud-1
/onecloud/visl-dev15-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-dev15-ml-vip,ltm-onecloud-1
/onecloud/psb-dev12-ml-vip-pool,ROUND,ROBIN,/onecloud/psb-dev12-ml-vip,ltm-onecloud-1
/onecloud/visl-test12-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-test12-pl-vip,ltm-onecloud-1
/onecloud/psb-dev15-ml-vip-pool,ROUND,ROBIN,/onecloud/psb-dev15-ml-vip,ltm-onecloud-1
/onecloud/visl-dev12-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-dev12-ml-vip,ltm-onecloud-1
/onecloud/visl-test13-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-test13-pl-vip,ltm-onecloud-1
/onecloud/visl-dev13-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-dev13-pl-vip,ltm-onecloud-1
/onecloud/psb-test12-ml-vip-pool,ROUND,ROBIN,/onecloud/psb-test12-ml-vip,ltm-onecloud-1
/onecloud/visl-test12-ml-vip-pool,ROUND,ROBIN,/onecloud/visl-test12-ml-vip,ltm-onecloud-1
/onecloud/visl-dev12-pl-vip-pool,ROUND,ROBIN,/onecloud/visl-dev12-pl-vip,ltm-onecloud-1
/onecloud/s2-test14-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/psb-dev13-ml-vip-pool,ROUND,ROBIN,/onecloud/psb-dev13-ml-vip,ltm-onecloud-1
/onecloud/ora-sww3-soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ora-sww3-soa-vip.vmware.com,ltm-onecloud-1
/onecloud/wwwa-test16-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-test16-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/psb-test16-ml-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/psb-test16-ml-vip.vmware.com,ltm-onecloud-1
/onecloud/websearch-test16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/websearch-test16-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test16-vip-ssl,ltm-onecloud-1
/onecloud/lrp-test16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-test16-ssl-vip.vmware.com,ltm-onecloud-1
/onecloud/portal-test16-webgate-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/portal-test16-webgate-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test16-vip.vmware.com,ltm-onecloud-1
/onecloud/portal-test16-flexlm-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/portal-test16-flexlm-vip.vmware.com,ltm-onecloud-1
/onecloud/test16-ebssso.vmware.com-pool,ROUND,ROBIN,/onecloud/test16-ebssso.vmware.com,ltm-onecloud-1
/onecloud/test16-webpass-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test16-webpass-vip.vmware.com,ltm-onecloud-1
/onecloud/test16soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test16soa-vip.vmware.com,ltm-onecloud-1
/onecloud/test16osb-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test16osb-vip.vmware.com,ltm-onecloud-1
/onecloud/test16-ovd.vmware.com-pool,ROUND,ROBIN,/onecloud/test16-ovd.vmware.com,ltm-onecloud-1
/onecloud/ucmtest16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest16-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test16-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test16-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/test16-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/test16-oid.vmware.com,ltm-onecloud-1
/onecloud/lrp-test16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-test16-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-test16-ml-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/visl-test16-ml-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-test16-pl-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/visl-test16-pl-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test16-ebssso-pool,ROUND,ROBIN,/onecloud/s2-test16-ebssso-vip,ltm-onecloud-1
/onecloud/www-test16-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test16-ssl-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test16-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test16-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test16-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-lr3-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test16-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-lr1-vip,ltm-onecloud-1
/onecloud/s2-test16-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-lr2-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test16-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test16-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-wcm-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test16-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test16-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-tcs4-vip,ltm-onecloud-1
/onecloud/communities-test16-vip-pool,ROUND,ROBIN,/onecloud/communities-test16-vip.vmware.com_SSL,ltm-onecloud-1
/onecloud/s2-test16-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-websvc4-vip,ltm-onecloud-1
/onecloud/communities-test16-vip-pool,ROUND,ROBIN,/onecloud/communities-test16-vip.vmware.com_HTTP,ltm-onecloud-1
/onecloud/s2-test16-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test16-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test13-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc4-vip,ltm-onecloud-1
/onecloud/ucmdev11tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmdev11tril-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev11-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev11-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/www-dev11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-dev11-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev11-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev11-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/psb-dev11-ml-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/psb-dev11-ml-vip.vmware.com,ltm-onecloud-1
/onecloud/dev11soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/dev11soa-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev11-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev11-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-dev11-ml-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/visl-dev11-ml-vip.vmware.com,ltm-onecloud-1
/onecloud/wwwa-dev11-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-dev11-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/dev11-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/dev11-oid.vmware.com,ltm-onecloud-1
/onecloud/websearch-dev11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/websearch-dev11-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmdev11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmdev11-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-dev11-pl-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/visl-dev11-pl-vip.vmware.com,ltm-onecloud-1
/onecloud/portal-dev11-flexlm-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/portal-dev11-flexlm-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev11-lr4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev11-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/dev11-ovd.vmware.com-pool,ROUND,ROBIN,/onecloud/dev11-ovd.vmware.com,ltm-onecloud-1
/onecloud/s2-dev11-lr5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev11-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev11-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev11-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/www-dev11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-dev11-ssl-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test31-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-lr5-vip,ltm-onecloud-1
/onecloud/s2-test31-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-lr4-vip,ltm-onecloud-1
/onecloud/s2-dev14-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-dev14-websvc4-vip,ltm-onecloud-1
/onecloud/ucmtest11tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest11tril-vip.vmware.com,ltm-onecloud-1
/onecloud/websearch-test11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/websearch-test11-vip.vmware.com,ltm-onecloud-1
/onecloud/test11-ebssso.vmware.com-pool,ROUND,ROBIN,/onecloud/test11-ebssso.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/lrp-test11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-test11-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-test11-pl-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/visl-test11-pl-vip.vmware.com,ltm-onecloud-1
/onecloud/test11soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test11soa-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-lr4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/psb-test11-ml-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/psb-test11-ml-vip.vmware.com,ltm-onecloud-1
/onecloud/test11-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/test11-oid.vmware.com,ltm-onecloud-1
/onecloud/s2-test12-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test11-ebssso-ag-vip,ltm-onecloud-1
/onecloud/lrp-test11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-test11-ssl-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test11-ssl-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test12-ebssso-vip,ROUND,ROBIN,/onecloud/s2-test11-ebssso-vip,ltm-onecloud-1
/onecloud/test11-webpass-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test11-webpass-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test11-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-lr5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/visl-test11-ml-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/visl-test11-ml-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmtest11-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest11-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test11-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc4-vip.vmware.com,ltm-onecloud-1
